,Unnamed: 0_x,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,Unnamed: 0_y,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud,State
391,176,kristina41@gmail.com,0niv9sm2,8f7mcp,bwj2e7i76,0,card,Mastercard,52,0,fulfilled,50,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",7,6,3,True,MS
392,177,kristina41@gmail.com,by1ob38p,xwtnot,bwj2e7i76,0,card,Mastercard,68,0,fulfilled,50,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",7,6,3,True,MS
393,178,kristina41@gmail.com,h96uhgzk,iaousp,cm5dp45zh,0,apple pay,JCB 16 digit,51,0,fulfilled,50,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",7,6,3,True,MS
394,179,nolanalec@yahoo.com,uzxl7bjx,48pqsb,k5n97dkql,0,card,JCB 15 digit,31,0,fulfilled,52,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",5,4,3,False,ME
395,180,nolanalec@yahoo.com,6vdayna1,tprxxg,7am579wop,0,card,Maestro,36,0,fulfilled,52,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",5,4,3,False,ME
396,181,nolanalec@yahoo.com,3rc2nhqf,3j539y,7am579wop,0,card,Maestro,42,0,fulfilled,52,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",5,4,3,False,ME
397,182,nolanalec@yahoo.com,83llpfdj,q4rqn8,7am579wop,0,card,Maestro,35,1,fulfilled,52,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",5,4,3,False,ME
398,183,nolanalec@yahoo.com,rhgbdlfu,q4rqn8,7am579wop,0,card,Maestro,35,0,fulfilled,52,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",5,4,3,False,ME
399,184,spencer77@reid.com,9pqd6ebh,phfc5z,bv4rt0waw,0,card,JCB 16 digit,17,0,fulfilled,53,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",5,2,3,False,SC
400,185,spencer77@reid.com,9udno8l3,phfc5z,bv4rt0waw,0,card,JCB 16 digit,17,1,fulfilled,53,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",5,2,3,False,SC
401,186,spencer77@reid.com,h0heqcju,phfc5z,kvc38kle1,0,card,JCB 16 digit,17,1,fulfilled,53,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",5,2,3,False,SC
402,187,spencer77@reid.com,obe4ky4l,phfc5z,kvc38kle1,0,card,JCB 16 digit,17,1,fulfilled,53,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",5,2,3,False,SC
403,188,spencer77@reid.com,62dks9yz,7g535w,bv4rt0waw,0,card,JCB 16 digit,33,0,failed,53,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",5,2,3,False,SC
404,189,uguzman@yahoo.com,ftiso5mr,32rax6,73a2hlmnm,0,card,VISA 16 digit,353,1,fulfilled,55,(017)893-9493,at92v1f1r3shwbeujiap,151.245.182.84,"9596 Christian Bridge
West Nicholasbury, OR 90106-9840",1,1,1,True,OR
405,190,ssmith@levine-harmon.biz,3f97a9jm,9ekv8b,was3bq380,0,card,Voyager,17,0,fulfilled,56,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",8,5,2,False,KY
406,191,ssmith@levine-harmon.biz,qblbbsr6,l4l6tx,k5xriv8co,1,card,Maestro,24,1,fulfilled,56,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",8,5,2,False,KY
407,192,ssmith@levine-harmon.biz,uriznwe8,l4l6tx,was3bq380,0,card,Voyager,24,0,fulfilled,56,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",8,5,2,False,KY
408,193,ssmith@levine-harmon.biz,wpumno5r,y4a3bt,k5xriv8co,1,card,Maestro,35,0,pending,56,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",8,5,2,False,KY
409,194,ssmith@levine-harmon.biz,th1lhv8t,xtmpum,k5xriv8co,1,card,Maestro,32,0,fulfilled,56,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",8,5,2,False,KY
410,195,ssmith@levine-harmon.biz,6qb7pwgb,y50p63,was3bq380,0,card,Voyager,36,1,fulfilled,56,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",8,5,2,False,KY
411,196,ssmith@levine-harmon.biz,cyob52xd,y50p63,k5xriv8co,1,card,Maestro,36,1,fulfilled,56,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",8,5,2,False,KY
412,197,ssmith@levine-harmon.biz,fu5bnafm,y50p63,k5xriv8co,1,card,Maestro,36,1,fulfilled,56,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",8,5,2,False,KY
413,198,feliciabrown@gmail.com,55tz7m12,jp7kqk,0ma0yi3jg,0,card,JCB 16 digit,41,0,fulfilled,57,(226)129-2677,z7xkuohhjbtiqs6q9rk9,115.137.171.103,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",1,1,1,True,MH
414,199,dianacook@gmail.com,mivfzxfz,23cqz5,yu71nlc3z,0,card,JCB 16 digit,19,0,failed,58,764-447-7031,ntl63nfd4sevm4xxvsyq,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,"938 Miranda Mountain
Alexandratown, AS 69640",3,2,1,False,AS
415,200,dianacook@gmail.com,xmzhdlhj,23cqz5,yu71nlc3z,0,card,JCB 16 digit,19,1,failed,58,764-447-7031,ntl63nfd4sevm4xxvsyq,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,"938 Miranda Mountain
Alexandratown, AS 69640",3,2,1,False,AS
416,201,dianacook@gmail.com,6nfh2k77,gxeyl2,yu71nlc3z,0,card,JCB 16 digit,20,0,fulfilled,58,764-447-7031,ntl63nfd4sevm4xxvsyq,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,"938 Miranda Mountain
Alexandratown, AS 69640",3,2,1,False,AS
417,202,cookbenjamin@hotmail.com,7p1c81gx,zllwa6,wejtuspvr,0,card,Mastercard,37,1,fulfilled,59,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",6,4,1,False,AZ
418,203,cookbenjamin@hotmail.com,odva1tei,zllwa6,wejtuspvr,0,card,Mastercard,37,1,fulfilled,59,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",6,4,1,False,AZ
419,204,cookbenjamin@hotmail.com,wxb335un,zllwa6,wejtuspvr,0,card,Mastercard,37,0,fulfilled,59,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",6,4,1,False,AZ
420,205,cookbenjamin@hotmail.com,hyknr1f4,znlrfn,wejtuspvr,0,card,Mastercard,14,0,fulfilled,59,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",6,4,1,False,AZ
421,206,cookbenjamin@hotmail.com,1qfz6ocd,rl4qc1,wejtuspvr,0,card,Mastercard,49,0,fulfilled,59,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",6,4,1,False,AZ
422,207,cookbenjamin@hotmail.com,mctz3wea,6s4aem,wejtuspvr,0,card,Mastercard,43,0,fulfilled,59,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",6,4,1,False,AZ
423,208,joserowland@jones.com,yjfirs14,u5a84z,r2v5bgqxf,0,card,VISA 16 digit,31,0,fulfilled,60,698-954-1805,znzp16ko7mtwjfxgrle4,152.211.139.83,"1292 Tricia Key Suite 062
Marthabury, KS 40445",4,4,6,True,KS
424,209,joserowland@jones.com,hrzejsy4,809d5o,f3l73qqm9,0,card,American Express,46,0,fulfilled,60,698-954-1805,znzp16ko7mtwjfxgrle4,152.211.139.83,"1292 Tricia Key Suite 062
Marthabury, KS 40445",4,4,6,True,KS
425,210,joserowland@jones.com,6xtouwt2,734b9q,f3l73qqm9,0,card,American Express,16,0,fulfilled,60,698-954-1805,znzp16ko7mtwjfxgrle4,152.211.139.83,"1292 Tricia Key Suite 062
Marthabury, KS 40445",4,4,6,True,KS
426,211,joserowland@jones.com,u2mtko2f,02x0ec,yym5xo9qi,0,card,Diners Club / Carte Blanche,15,0,fulfilled,60,698-954-1805,znzp16ko7mtwjfxgrle4,152.211.139.83,"1292 Tricia Key Suite 062
Marthabury, KS 40445",4,4,6,True,KS
427,212,pattersonphilip@yahoo.com,61k4wiml,wg4ai4,6954oj7dx,0,paypal,JCB 16 digit,18,0,failed,61,(425)200-2228,9gyjtadv75scvq723pow,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",4,4,2,False,AS
428,213,pattersonphilip@yahoo.com,tuyrl147,dkwhx7,6954oj7dx,0,paypal,JCB 16 digit,16,0,fulfilled,61,(425)200-2228,9gyjtadv75scvq723pow,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",4,4,2,False,AS
429,214,pattersonphilip@yahoo.com,cattpxq6,5ref00,6954oj7dx,0,paypal,JCB 16 digit,39,0,pending,61,(425)200-2228,9gyjtadv75scvq723pow,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",4,4,2,False,AS
430,215,pattersonphilip@yahoo.com,kn2hi7mn,4clclj,ujky4teqc,0,card,American Express,37,0,fulfilled,61,(425)200-2228,9gyjtadv75scvq723pow,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",4,4,2,False,AS
431,216,hj8maoy@1jcfcxs7,ixardum8,qfteet,7b7gmp8al,0,card,VISA 16 digit,12,0,failed,62,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",6,5,2,True,LA
432,217,hj8maoy@1jcfcxs7,01qy7cu0,8a35qi,7b7gmp8al,0,card,VISA 16 digit,48,1,failed,62,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",6,5,2,True,LA
433,218,hj8maoy@1jcfcxs7,b2llml7i,8a35qi,7b7gmp8al,0,card,VISA 16 digit,48,0,failed,62,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",6,5,2,True,LA
434,219,hj8maoy@1jcfcxs7,cwqkwqg6,sw4bii,7b7gmp8al,0,card,VISA 16 digit,41,0,fulfilled,62,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",6,5,2,True,LA
435,220,hj8maoy@1jcfcxs7,ao9gm8ru,5xh1fc,7b7gmp8al,0,card,VISA 16 digit,29,0,fulfilled,62,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",6,5,2,True,LA
436,221,hj8maoy@1jcfcxs7,eyudgsxk,m6pkzg,pr3xs6kdy,0,paypal,VISA 13 digit,22,0,fulfilled,62,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",6,5,2,True,LA
437,222,finleybrianna@yahoo.com,gec3i717,np9ggp,l1qil6tjh,0,card,American Express,44,0,fulfilled,63,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",7,4,1,False,FM
438,223,finleybrianna@yahoo.com,e9cfoezm,8zs126,l1qil6tjh,0,card,American Express,43,1,failed,63,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",7,4,1,False,FM
439,224,finleybrianna@yahoo.com,vln8ddqj,8zs126,l1qil6tjh,0,card,American Express,43,1,failed,63,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",7,4,1,False,FM
440,225,finleybrianna@yahoo.com,20fwt83g,9416gf,l1qil6tjh,0,card,American Express,41,0,fulfilled,63,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",7,4,1,False,FM
441,226,finleybrianna@yahoo.com,203fxp7y,6avmqe,l1qil6tjh,0,card,American Express,16,1,fulfilled,63,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",7,4,1,False,FM
442,227,finleybrianna@yahoo.com,7sajyzm4,6avmqe,l1qil6tjh,0,card,American Express,16,0,fulfilled,63,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",7,4,1,False,FM
443,228,finleybrianna@yahoo.com,ybvvmxmd,6avmqe,l1qil6tjh,0,card,American Express,16,1,fulfilled,63,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",7,4,1,False,FM
444,229,suzanne21@gmail.com,hpcgclef,l4hhqu,6ke43eyg9,0,card,Voyager,37,0,failed,64,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",5,3,2,True,LA
445,230,suzanne21@gmail.com,5mub2d51,z2x7az,6ke43eyg9,0,card,Voyager,31,0,fulfilled,64,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",5,3,2,True,LA
446,231,suzanne21@gmail.com,vdwjlp18,z2x7az,6ke43eyg9,0,card,Voyager,31,1,fulfilled,64,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",5,3,2,True,LA
447,232,suzanne21@gmail.com,95qmlxm7,910715,5i61lz4t2,0,bitcoin,Discover,24,0,fulfilled,64,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",5,3,2,True,LA
448,233,suzanne21@gmail.com,jreh2bkw,910715,5i61lz4t2,0,bitcoin,Discover,24,1,fulfilled,64,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",5,3,2,True,LA
449,241,kristaavery@lewis-baird.com,j8eo5x52,g54w0y,gcg213ko9,1,bitcoin,Discover,16,1,fulfilled,66,242.165.5396x07020,3wqhnieu6nbcis8x7h3j,180.223.72.88,"73802 Aaron Field Apt. 622
Port Lisa, MO 01167",1,1,3,False,MO
450,242,cathy42@gibson.com,h469bpo6,d5r0n3,d1nvhtt2q,0,card,Diners Club / Carte Blanche,14,0,fulfilled,68,754.248.6239x43965,c3r2qzqwc9anp6utob7n,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,"046 Carson Crescent
South Jacksonview, NV 22839-2652",3,3,15,True,NV
451,243,cathy42@gibson.com,vj05ozm5,8lc2cq,d1nvhtt2q,0,card,Diners Club / Carte Blanche,23,0,fulfilled,68,754.248.6239x43965,c3r2qzqwc9anp6utob7n,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,"046 Carson Crescent
South Jacksonview, NV 22839-2652",3,3,15,True,NV
452,244,cathy42@gibson.com,aziryp5p,ssqc0h,rz1xfmc67,0,card,Mastercard,50,0,fulfilled,68,754.248.6239x43965,c3r2qzqwc9anp6utob7n,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,"046 Carson Crescent
South Jacksonview, NV 22839-2652",3,3,15,True,NV
453,245,michelleherrera@day.info,r214877d,12l1rw,wovt0cj5c,1,bitcoin,Discover,34,0,fulfilled,69,1-991-286-0655x973,s7m2fjcrk1y7lj0amm08,fb35:e7e4:1368:817f:b75e:6473:d60b:93a8,"586 Johnson Courts
South Timothymouth, OH 66490",6,4,1,False,OH
454,246,michelleherrera@day.info,36u4g331,pcmaex,wovt0cj5c,1,bitcoin,Discover,43,0,fulfilled,69,1-991-286-0655x973,s7m2fjcrk1y7lj0amm08,fb35:e7e4:1368:817f:b75e:6473:d60b:93a8,"586 Johnson Courts
South Timothymouth, OH 66490",6,4,1,False,OH
455,247,michelleherrera@day.info,8wozhvp8,pcmaex,wovt0cj5c,1,bitcoin,Discover,43,1,fulfilled,69,1-991-286-0655x973,s7m2fjcrk1y7lj0amm08,fb35:e7e4:1368:817f:b75e:6473:d60b:93a8,"586 Johnson Courts
South Timothymouth, OH 66490",6,4,1,False,OH
456,248,michelleherrera@day.info,vqceka21,hxwtsb,wovt0cj5c,1,bitcoin,Discover,15,0,failed,69,1-991-286-0655x973,s7m2fjcrk1y7lj0amm08,fb35:e7e4:1368:817f:b75e:6473:d60b:93a8,"586 Johnson Courts
South Timothymouth, OH 66490",6,4,1,False,OH
457,249,michelleherrera@day.info,ah1qaf4c,nm269f,wovt0cj5c,1,bitcoin,Discover,48,0,fulfilled,69,1-991-286-0655x973,s7m2fjcrk1y7lj0amm08,fb35:e7e4:1368:817f:b75e:6473:d60b:93a8,"586 Johnson Courts
South Timothymouth, OH 66490",6,4,1,False,OH
458,250,michelleherrera@day.info,pgduytlm,nm269f,wovt0cj5c,1,bitcoin,Discover,48,1,fulfilled,69,1-991-286-0655x973,s7m2fjcrk1y7lj0amm08,fb35:e7e4:1368:817f:b75e:6473:d60b:93a8,"586 Johnson Courts
South Timothymouth, OH 66490",6,4,1,False,OH
459,251,ijuarez@yahoo.com,pf63pf7p,ghy2in,v6mrj0ec1,0,card,Discover,45,0,fulfilled,71,705.315.1466x180,ztef2ig476czoj3mzkyl,9247:4a63:f325:1e5e:fcbb:ea08:304b:48ad,"Unit 0375 Box 6645
DPO AP 74311",3,3,2,False,
460,252,ijuarez@yahoo.com,fjfqyvsq,gltavp,v6mrj0ec1,0,card,Discover,13,0,fulfilled,71,705.315.1466x180,ztef2ig476czoj3mzkyl,9247:4a63:f325:1e5e:fcbb:ea08:304b:48ad,"Unit 0375 Box 6645
DPO AP 74311",3,3,2,False,
461,253,ijuarez@yahoo.com,7sb2vztr,7syvmx,v6mrj0ec1,0,card,Discover,14,0,fulfilled,71,705.315.1466x180,ztef2ig476czoj3mzkyl,9247:4a63:f325:1e5e:fcbb:ea08:304b:48ad,"Unit 0375 Box 6645
DPO AP 74311",3,3,2,False,
462,254,hughesjonathan@pena.org,ec0xejv1,yqgi4r,644b30jam,0,card,Maestro,49,1,pending,72,05514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,False,AS
463,255,hughesjonathan@pena.org,uplzo1p7,yqgi4r,rbkqo2mz8,0,card,VISA 16 digit,49,0,pending,72,05514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,False,AS
464,256,hughesjonathan@pena.org,co2h5f40,owcp3q,rbkqo2mz8,0,card,VISA 16 digit,25,0,fulfilled,72,05514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,False,AS
465,257,hughesjonathan@pena.org,3kwagzt0,kkj4g4,47ss4xvsx,0,card,Voyager,41,1,fulfilled,72,05514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,False,AS
466,258,hughesjonathan@pena.org,ggnme3au,kkj4g4,644b30jam,0,card,Maestro,41,0,fulfilled,72,05514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,False,AS
467,259,hughesjonathan@pena.org,tbc5gpg0,ieo8qr,47ss4xvsx,0,card,Voyager,25,1,fulfilled,72,05514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,False,AS
468,260,hughesjonathan@pena.org,pne2a081,7wo3i5,rbkqo2mz8,0,card,VISA 16 digit,45,0,failed,72,05514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",7,5,3,False,AS
469,261,anthony04@gmail.com,ird6quss,czmdey,sdu0pppij,1,card,Maestro,15,0,fulfilled,73,1-910-678-8300,pabten624qp5gacfxnxh,248.33.149.88,"412 Joshua Knoll Apt. 533
Davidland, ME 61496",2,2,1,False,ME
470,262,anthony04@gmail.com,kr4piaj6,4v3wor,sdu0pppij,1,card,Maestro,34,0,fulfilled,73,1-910-678-8300,pabten624qp5gacfxnxh,248.33.149.88,"412 Joshua Knoll Apt. 533
Davidland, ME 61496",2,2,1,False,ME
471,263,mgould@yahoo.com,ls23wjjk,i1ews1,p6v42gsjt,0,card,VISA 16 digit,22,0,fulfilled,74,1-394-145-7899x0176,o7xocau2odnpc1so7ued,e85d:101b:e213:d8d0:8722:3fce:1e31:17f3,"19170 Hansen Throughway
Wilkersonville, PA 09423",5,4,2,False,PA
472,264,mgould@yahoo.com,57digam0,umxpkn,x6zmw4nns,1,card,Diners Club / Carte Blanche,21,1,fulfilled,74,1-394-145-7899x0176,o7xocau2odnpc1so7ued,e85d:101b:e213:d8d0:8722:3fce:1e31:17f3,"19170 Hansen Throughway
Wilkersonville, PA 09423",5,4,2,False,PA
473,265,mgould@yahoo.com,vvo1vly6,umxpkn,x6zmw4nns,1,card,Diners Club / Carte Blanche,21,0,fulfilled,74,1-394-145-7899x0176,o7xocau2odnpc1so7ued,e85d:101b:e213:d8d0:8722:3fce:1e31:17f3,"19170 Hansen Throughway
Wilkersonville, PA 09423",5,4,2,False,PA
474,266,mgould@yahoo.com,skhsy75r,2bwa43,p6v42gsjt,0,card,VISA 16 digit,35,0,fulfilled,74,1-394-145-7899x0176,o7xocau2odnpc1so7ued,e85d:101b:e213:d8d0:8722:3fce:1e31:17f3,"19170 Hansen Throughway
Wilkersonville, PA 09423",5,4,2,False,PA
475,267,mgould@yahoo.com,bph7txfx,9wsbkr,p6v42gsjt,0,card,VISA 16 digit,20,0,fulfilled,74,1-394-145-7899x0176,o7xocau2odnpc1so7ued,e85d:101b:e213:d8d0:8722:3fce:1e31:17f3,"19170 Hansen Throughway
Wilkersonville, PA 09423",5,4,2,False,PA
476,268,bakersydney@gmail.com,4d21mp0y,r55imo,74rqcnogo,0,card,Voyager,41,0,fulfilled,75,002.940.3004x9094,18cnggmlahgf7trpqsu8,246.139.218.89,"8649 Mcgee Locks Apt. 114
North Angelafort, IN 05272-4651",5,3,1,False,IN
477,269,bakersydney@gmail.com,06r7dg7q,87w5rm,74rqcnogo,0,card,Voyager,34,1,fulfilled,75,002.940.3004x9094,18cnggmlahgf7trpqsu8,246.139.218.89,"8649 Mcgee Locks Apt. 114
North Angelafort, IN 05272-4651",5,3,1,False,IN
478,270,bakersydney@gmail.com,nwvqorle,87w5rm,74rqcnogo,0,card,Voyager,34,1,fulfilled,75,002.940.3004x9094,18cnggmlahgf7trpqsu8,246.139.218.89,"8649 Mcgee Locks Apt. 114
North Angelafort, IN 05272-4651",5,3,1,False,IN
479,271,bakersydney@gmail.com,x8085ani,87w5rm,74rqcnogo,0,card,Voyager,34,0,fulfilled,75,002.940.3004x9094,18cnggmlahgf7trpqsu8,246.139.218.89,"8649 Mcgee Locks Apt. 114
North Angelafort, IN 05272-4651",5,3,1,False,IN
480,272,bakersydney@gmail.com,5i9fxj2h,knov7s,74rqcnogo,0,card,Voyager,32,0,fulfilled,75,002.940.3004x9094,18cnggmlahgf7trpqsu8,246.139.218.89,"8649 Mcgee Locks Apt. 114
North Angelafort, IN 05272-4651",5,3,1,False,IN
481,273,udavis@clark.com,i7p3731v,y439xr,2zc5i5g91,0,bitcoin,VISA 16 digit,13,0,fulfilled,77,(942)067-2430,y7b7eqwqn34mytvn1i5z,146.191.70.148,"9923 Williams Ramp
East Lauraburgh, GA 48874",3,3,1,False,GA
482,274,udavis@clark.com,xm6z2ku4,ikr37t,2zc5i5g91,0,bitcoin,VISA 16 digit,10,0,fulfilled,77,(942)067-2430,y7b7eqwqn34mytvn1i5z,146.191.70.148,"9923 Williams Ramp
East Lauraburgh, GA 48874",3,3,1,False,GA
483,275,udavis@clark.com,a1etssuy,3629iw,2zc5i5g91,0,bitcoin,VISA 16 digit,18,0,fulfilled,77,(942)067-2430,y7b7eqwqn34mytvn1i5z,146.191.70.148,"9923 Williams Ramp
East Lauraburgh, GA 48874",3,3,1,False,GA
